   0.100000E+01   0.263817E-14   0.263812E-14   0.136064E-09   0.136064E-09
   0.200000E+01   0.264138E-02   0.264140E-02   0.426894E-02   0.426895E-02
   0.300000E+01   0.377282E-02   0.377283E-02   0.535691E-02   0.535691E-02
   0.400000E+01   0.275148E+00   0.275148E+00   0.602529E-01   0.602531E-01
   0.500000E+01   0.282841E+00   0.282840E+00   0.644899E-01   0.644900E-01
   0.600000E+01   0.846869E+00   0.846869E+00   0.161730E+00   0.161730E+00
   0.700000E+01   0.855594E+00   0.855594E+00   0.167249E+00   0.167249E+00
   0.800000E+01   0.139542E+01   0.139542E+01   0.277369E+00   0.277369E+00
   0.900000E+01   0.139910E+01   0.139911E+01   0.280298E+00   0.280298E+00
   0.100000E+02   0.157388E+01   0.157388E+01   0.326253E+00   0.326253E+00
   0.110000E+02   0.157214E+01   0.157214E+01   0.325036E+00   0.325036E+00
   0.120000E+02   0.108563E+01   0.108563E+01   0.240206E+00   0.240205E+00
   0.130000E+02   0.108098E+01   0.108098E+01   0.235849E+00   0.235848E+00
   0.140000E+02   0.271444E+00   0.271443E+00   0.808719E-01   0.808717E-01
   0.150000E+02   0.266327E+00   0.266326E+00   0.748207E-01   0.748207E-01
   0.160000E+02  -0.389489E+00  -0.389489E+00  -0.681546E-01  -0.681546E-01
   0.170000E+02  -0.393060E+00  -0.393060E+00  -0.739878E-01  -0.739877E-01
   0.180000E+02  -0.707187E+00  -0.707187E+00  -0.156982E+00  -0.156982E+00
   0.190000E+02  -0.708154E+00  -0.708155E+00  -0.160919E+00  -0.160919E+00
   0.200000E+02  -0.748025E+00  -0.748025E+00  -0.184224E+00  -0.184224E+00
   0.210000E+02  -0.746687E+00  -0.746687E+00  -0.185709E+00  -0.185708E+00
   0.220000E+02  -0.573382E+00  -0.573380E+00  -0.192721E+00  -0.192721E+00
   0.230000E+02  -0.572961E+00  -0.572960E+00  -0.191623E+00  -0.191623E+00
   0.240000E+02  -0.422508E+00  -0.422506E+00  -0.152855E+00  -0.152855E+00
   0.250000E+02  -0.423272E+00  -0.423271E+00  -0.149386E+00  -0.149386E+00
   0.260000E+02  -0.237665E+00  -0.237664E+00  -0.904514E-01  -0.904513E-01
   0.270000E+02  -0.238842E+00  -0.238841E+00  -0.854223E-01  -0.854223E-01
   0.280000E+02  -0.312800E-01  -0.312801E-01  -0.176085E-01  -0.176087E-01
   0.290000E+02  -0.322032E-01  -0.322034E-01  -0.121277E-01  -0.121278E-01
   0.300000E+02   0.156998E+00   0.156997E+00   0.518954E-01   0.518952E-01
   0.310000E+02   0.156393E+00   0.156392E+00   0.564668E-01   0.564665E-01
   0.320000E+02   0.284920E+00   0.284919E+00   0.102255E+00   0.102255E+00
   0.330000E+02   0.284574E+00   0.284573E+00   0.104742E+00   0.104741E+00
   0.340000E+02   0.281013E+00   0.281012E+00   0.128546E+00   0.128546E+00
   0.350000E+02   0.281484E+00   0.281484E+00   0.127856E+00   0.127856E+00
   0.360000E+02   0.186992E+00   0.186992E+00   0.931695E-01   0.931695E-01
   0.370000E+02   0.188327E+00   0.188327E+00   0.900272E-01   0.900272E-01
   0.380000E+02   0.655548E-01   0.655549E-01   0.348238E-01   0.348240E-01
   0.390000E+02   0.672708E-01   0.672709E-01   0.309117E-01   0.309118E-01
   0.400000E+02  -0.530423E-01  -0.530420E-01  -0.221121E-01  -0.221120E-01
   0.410000E+02  -0.516078E-01  -0.516075E-01  -0.255803E-01  -0.255802E-01
   0.420000E+02  -0.140206E+00  -0.140206E+00  -0.658374E-01  -0.658372E-01
   0.430000E+02  -0.139514E+00  -0.139514E+00  -0.679566E-01  -0.679565E-01
   0.440000E+02  -0.188502E+00  -0.188502E+00  -0.896725E-01  -0.896725E-01
   0.450000E+02  -0.188728E+00  -0.188728E+00  -0.899161E-01  -0.899160E-01
   0.460000E+02  -0.200646E+00  -0.200646E+00  -0.844377E-01  -0.844379E-01
   0.470000E+02  -0.201117E+00  -0.201117E+00  -0.836200E-01  -0.836202E-01
   0.480000E+02  -0.165989E+00  -0.165990E+00  -0.599084E-01  -0.599086E-01
   0.490000E+02  -0.166566E+00  -0.166566E+00  -0.584653E-01  -0.584655E-01
   0.500000E+02  -0.116933E+00  -0.116933E+00  -0.374280E-01  -0.374281E-01
   0.510000E+02  -0.117422E+00  -0.117422E+00  -0.360294E-01  -0.360295E-01
   0.520000E+02  -0.685132E-01  -0.685131E-01  -0.171695E-01  -0.171696E-01
   0.530000E+02  -0.688057E-01  -0.688055E-01  -0.163236E-01  -0.163237E-01
   0.540000E+02  -0.343247E-01  -0.343246E-01  -0.436325E-02  -0.436328E-02
   0.550000E+02  -0.343421E-01  -0.343419E-01  -0.426646E-02  -0.426648E-02
